user_id,register_date,country,device_type,acquisition_channel,plan_type,company_size
U003025,2024-03-16,India,Mobile,Google Ads,Free,1-10
U003026,2024-12-30,US,Mobile,Social Media,Free,1-10
U003027,2025-12-04,Germany,Mobile,Google Ads,Free,1-10
U003028,2025-06-23,Brazil,Desktop,Organic,Enterprise,201-1000
U003029,2025-07-11,China,Tablet,Organic,Free,11-50
U003030,2025-06-18,Japan,Mobile,Organic,Free,1-10
U003031,2024-08-11,Canada,Mobile,Social Media,Basic,51-200
U003032,2025-01-31,US,Desktop,Google Ads,Basic,11-50
U003033,2025-08-25,India,Desktop,Email,Free,1-10
U003034,2024-05-06,Brazil,Mobile,Organic,Pro,51-200
U003035,2024-10-17,India,Desktop,Google Ads,Pro,1000+
U003036,2024-10-16,UK,Desktop,Google Ads,Basic,1-10
U003037,2025-02-10,US,Desktop,Organic,Free,1-10
U003038,2025-12-22,Canada,Mobile,Social Media,Free,1-10
U003039,2024-03-29,Germany,Desktop,Social Media,Pro,51-200
U003040,2025-04-09,Canada,Desktop,Organic,Pro,11-50
U003041,2024-07-23,India,Tablet,Organic,Enterprise,1000+
U003042,2025-12-17,China,Mobile,Organic,Basic,11-50
U003043,2024-05-19,France,Desktop,Google Ads,Basic,51-200
U003044,2025-01-21,Japan,Desktop,Organic,Free,1-10
U003045,2025-08-17,UK,Tablet,Organic,Free,11-50
U003046,2025-07-30,India,Desktop,Social Media,Free,1-10
U003047,2025-02-03,France,Mobile,Organic,Free,1-10
U003048,2024-12-10,UK,Desktop,Organic,Basic,201-1000
U003049,2025-01-16,UK,Mobile,Email,Free,1-10
U003050,2024-10-06,US,Mobile,Organic,Basic,201-1000
U003051,2024-08-16,Canada,Mobile,Google Ads,Free,1-10
U003052,2025-03-16,US,Desktop,Social Media,Basic,1000+
U003053,2024-10-10,Japan,Mobile,Google Ads,Free,1-10
U003054,2024-10-25,Germany,Desktop,Google Ads,Free,11-50
U003055,2025-07-02,Germany,Tablet,Organic,Enterprise,1-10
U003056,2025-12-16,China,Desktop,Google Ads,Free,1-10
U003057,2025-06-01,US,Mobile,Social Media,Pro,201-1000
U003058,2024-04-09,India,Desktop,Google Ads,Free,11-50
U003059,2024-04-07,Brazil,Mobile,Social Media,Free,1-10
U003060,2025-12-08,France,Desktop,Email,Free,1-10
U003061,2024-11-02,US,Desktop,Google Ads,Free,1-10
U003062,2024-04-26,Canada,Desktop,Email,Free,1-10
U003063,2025-05-29,Japan,Desktop,Social Media,Pro,51-200
U003064,2025-06-13,Canada,Desktop,Social Media,Free,11-50
U003065,2025-06-27,India,Desktop,Google Ads,Basic,11-50
U003066,2024-10-09,India,Mobile,Email,Free,1-10
U003067,2024-01-22,Canada,Desktop,Email,Free,201-1000
U003068,2025-12-14,Canada,Mobile,Social Media,Pro,1-10
U003069,2024-09-25,Germany,Desktop,Google Ads,Pro,51-200
U003070,2025-07-13,US,Mobile,Organic,Free,11-50
U003071,2025-07-31,UK,Desktop,Social Media,Free,11-50
U003072,2025-06-04,UK,Tablet,Organic,Free,11-50
U003073,2024-11-14,US,Mobile,Social Media,Enterprise,1000+
U003074,2024-10-12,US,Desktop,Email,Free,1-10
U003075,2025-05-28,Canada,Mobile,Organic,Pro,51-200
U003076,2025-10-25,US,Desktop,Google Ads,Free,11-50
U003077,2025-12-05,China,Mobile,Google Ads,Pro,1-10
U003078,2024-05-11,US,Desktop,Organic,Basic,1-10
U003079,2024-06-30,UK,Desktop,Social Media,Basic,51-200
U003080,2025-12-04,US,Desktop,Google Ads,Basic,51-200
U003081,2025-08-17,US,Mobile,Organic,Enterprise,201-1000
U003082,2025-11-03,Brazil,Desktop,Google Ads,Enterprise,1000+
U003083,2024-08-14,Canada,Mobile,Email,Free,11-50
U003084,2025-05-22,US,Desktop,Organic,Pro,1000+
U003085,2025-07-28,Germany,Desktop,Organic,Basic,201-1000
U003086,2025-07-16,Germany,Mobile,Social Media,Basic,11-50
U003087,2025-01-24,Canada,Mobile,Google Ads,Basic,51-200
U003088,2024-01-22,Brazil,Tablet,Organic,Basic,11-50
U003089,2025-05-19,India,Mobile,Organic,Basic,51-200
U003090,2024-09-27,China,Mobile,Social Media,Basic,51-200
U003091,2025-02-22,France,Mobile,Email,Free,1-10
U003092,2025-12-11,US,Desktop,Social Media,Enterprise,51-200
U003093,2025-01-17,Germany,Desktop,Social Media,Basic,1-10
U003094,2025-10-11,Canada,Desktop,Email,Free,11-50
U003095,2024-08-01,Brazil,Desktop,Google Ads,Basic,51-200
U003096,2025-07-11,India,Desktop,Google Ads,Free,1-10
U003097,2025-12-20,India,Tablet,Google Ads,Free,1-10
U003098,2024-05-07,UK,Desktop,Email,Pro,201-1000
U003099,2024-01-12,India,Mobile,Google Ads,Free,1-10
U003100,2025-02-11,Japan,Mobile,Email,Basic,1-10
U003101,2024-04-26,Germany,Desktop,Google Ads,Free,1-10
U003102,2025-08-23,China,Desktop,Google Ads,Enterprise,1000+
U003103,2025-11-19,Canada,Desktop,Organic,Pro,201-1000
U003104,2025-02-11,US,Mobile,Social Media,Free,1-10
U003105,2024-10-02,Germany,Tablet,Google Ads,Basic,1-10
U003106,2025-02-11,Germany,Desktop,Organic,Enterprise,201-1000
U003107,2025-08-09,China,Mobile,Google Ads,Free,11-50
U003108,2024-01-14,US,Desktop,Organic,Basic,11-50
U003109,2025-05-23,Japan,Mobile,Google Ads,Pro,51-200
U003110,2025-06-06,Canada,Mobile,Organic,Free,1-10
U003111,2025-06-21,Germany,Desktop,Google Ads,Basic,201-1000
U003112,2024-09-17,Canada,Desktop,Google Ads,Basic,1-10
U003113,2025-08-04,Australia,Desktop,Organic,Free,1-10
U003114,2024-04-25,US,Desktop,Social Media,Pro,201-1000
U003115,2024-08-11,US,Mobile,Organic,Free,201-1000
U003116,2025-10-31,Australia,Desktop,Social Media,Pro,51-200
U003117,2025-08-18,Australia,Mobile,Social Media,Free,11-50
U003118,2024-01-20,US,Desktop,Organic,Free,1-10
U003119,2024-09-23,US,Mobile,Email,Free,1-10
U003120,2024-08-24,US,Mobile,Organic,Free,1-10
U003121,2024-10-12,Australia,Mobile,Google Ads,Free,1-10
U003122,2024-09-22,US,Desktop,Social Media,Pro,11-50
U003123,2024-03-23,India,Desktop,Google Ads,Enterprise,1000+
U003124,2025-02-28,France,Mobile,Social Media,Pro,11-50
U003125,2025-08-14,US,Desktop,Google Ads,Basic,11-50
U003126,2025-06-02,Japan,Desktop,Google Ads,Pro,51-200
U003127,2025-07-11,US,Desktop,Google Ads,Enterprise,201-1000
U003128,2024-04-13,Canada,Mobile,Organic,Free,1-10
U003129,2025-12-08,US,Mobile,Google Ads,Free,51-200
U003130,2025-10-11,China,Mobile,Organic,Free,1-10
U003131,2025-09-23,China,Desktop,Organic,Basic,51-200
U003132,2025-10-03,US,Desktop,Social Media,Enterprise,201-1000
U003133,2025-11-28,US,Tablet,Social Media,Basic,1-10
U003134,2025-04-25,Germany,Desktop,Social Media,Pro,51-200
U003135,2024-08-12,US,Desktop,Google Ads,Free,1-10
U003136,2025-06-08,France,Mobile,Social Media,Free,51-200
U003137,2025-08-20,France,Desktop,Social Media,Basic,51-200
U003138,2025-08-17,Germany,Desktop,Organic,Enterprise,51-200
U003139,2025-04-10,Japan,Desktop,Google Ads,Free,1-10
U003140,2024-03-30,Japan,Desktop,Google Ads,Pro,11-50
U003141,2024-12-28,France,Desktop,Social Media,Free,201-1000
U003142,2025-11-22,Germany,Mobile,Google Ads,Free,1-10
U003143,2025-05-20,US,Desktop,Social Media,Pro,51-200
U003144,2025-04-21,US,Desktop,Social Media,Enterprise,201-1000
U003145,2024-10-10,India,Mobile,Social Media,Free,11-50
U003146,2024-12-26,Germany,Tablet,Google Ads,Free,1-10
U003147,2025-11-09,Germany,Desktop,Google Ads,Free,1-10
U003148,2025-07-08,US,Mobile,Organic,Pro,51-200
U003149,2025-09-14,China,Mobile,Organic,Free,1-10
U003150,2025-02-25,US,Desktop,Organic,Free,1-10
U003151,2025-06-16,US,Desktop,Google Ads,Basic,1-10
U003152,2024-09-23,Germany,Desktop,Email,Free,1-10
U003153,2025-07-30,US,Mobile,Social Media,Pro,51-200
U003154,2025-02-07,India,Desktop,Organic,Enterprise,51-200
U003155,2025-02-17,UK,Desktop,Google Ads,Basic,11-50
U003156,2025-06-28,Germany,Mobile,Google Ads,Pro,11-50
U003157,2025-11-30,India,Desktop,Email,Basic,11-50
U003158,2024-03-25,US,Mobile,Google Ads,Free,1-10
U003159,2025-10-04,US,Mobile,Email,Basic,11-50
U003160,2024-10-29,Canada,Desktop,Organic,Pro,11-50
U003161,2025-02-18,Germany,Tablet,Organic,Free,51-200
U003162,2024-01-31,Germany,Desktop,Organic,Pro,1-10
U003163,2024-11-05,US,Desktop,Google Ads,Free,51-200
U003164,2025-03-29,India,Desktop,Organic,Free,11-50
U003165,2024-03-15,India,Mobile,Social Media,Basic,11-50
U003166,2025-03-22,India,Mobile,Social Media,Pro,1000+
U003167,2025-11-25,China,Desktop,Social Media,Pro,11-50
U003168,2024-05-10,US,Desktop,Email,Free,1-10
U003169,2025-09-01,US,Desktop,Organic,Enterprise,51-200
U003170,2025-01-25,France,Mobile,Social Media,Free,1-10
U003171,2025-07-01,Australia,Mobile,Google Ads,Free,1-10
U003172,2024-10-03,US,Mobile,Organic,Free,1-10
U003173,2024-07-05,India,Mobile,Google Ads,Free,1-10
U003174,2024-07-05,US,Mobile,Google Ads,Free,1-10
U003175,2024-04-01,US,Desktop,Email,Free,1-10
U003176,2024-07-29,UK,Desktop,Email,Pro,51-200
U003177,2025-07-06,US,Mobile,Social Media,Enterprise,1000+
U003178,2025-11-02,China,Desktop,Google Ads,Pro,51-200
U003179,2025-09-28,India,Desktop,Organic,Basic,11-50
U003180,2025-07-19,US,Tablet,Organic,Pro,51-200
U003181,2024-05-16,US,Mobile,Organic,Pro,201-1000
U003182,2024-10-26,France,Desktop,Social Media,Basic,1-10
U003183,2024-11-12,US,Mobile,Email,Free,201-1000
U003184,2024-09-24,Japan,Tablet,Social Media,Basic,11-50
U003185,2025-04-06,UK,Desktop,Google Ads,Free,1-10
U003186,2025-04-19,India,Desktop,Social Media,Basic,201-1000
U003187,2024-12-18,UK,Desktop,Social Media,Pro,1000+
U003188,2024-12-15,US,Desktop,Email,Basic,11-50
U003189,2025-10-06,US,Mobile,Organic,Free,1-10
U003190,2025-09-15,US,Desktop,Google Ads,Basic,51-200
U003191,2024-11-10,Germany,Desktop,Social Media,Enterprise,201-1000
U003192,2025-11-19,Japan,Desktop,Organic,Enterprise,201-1000
U003193,2025-12-08,US,Desktop,Social Media,Free,1-10
U003194,2024-11-25,US,Desktop,Google Ads,Free,1-10
U003195,2024-12-16,India,Mobile,Organic,Basic,51-200
U003196,2025-03-31,Japan,Desktop,Organic,Basic,1-10
U003197,2025-12-02,Australia,Mobile,Organic,Free,51-200
U003198,2025-10-30,India,Mobile,Google Ads,Free,1-10
U003199,2024-05-07,Germany,Desktop,Google Ads,Pro,1-10
U003200,2025-01-13,India,Mobile,Google Ads,Basic,11-50
U003201,2025-05-01,Canada,Mobile,Social Media,Free,11-50
U003202,2025-03-29,France,Desktop,Email,Free,201-1000
U003203,2024-08-06,UK,Desktop,Google Ads,Basic,51-200
U003204,2025-10-21,US,Mobile,Google Ads,Free,1-10
U003205,2025-07-14,US,Tablet,Google Ads,Free,201-1000
U003206,2025-10-10,India,Desktop,Google Ads,Free,51-200
U003207,2025-10-21,Brazil,Desktop,Social Media,Basic,1-10
U003208,2025-08-23,India,Desktop,Email,Free,1-10
U003209,2025-02-15,US,Desktop,Email,Basic,11-50
U003210,2025-06-05,China,Mobile,Organic,Basic,11-50
U003211,2024-07-05,France,Desktop,Organic,Basic,1000+
U003212,2025-07-12,US,Desktop,Email,Free,1-10
U003213,2024-07-23,China,Desktop,Organic,Free,11-50
U003214,2025-07-24,Germany,Desktop,Email,Free,1-10
U003215,2024-09-07,Canada,Desktop,Social Media,Free,1-10
U003216,2024-05-23,France,Desktop,Organic,Free,11-50
U003217,2024-07-10,India,Desktop,Organic,Pro,11-50
U003218,2024-01-03,China,Mobile,Organic,Basic,11-50
U003219,2025-08-07,Canada,Tablet,Organic,Free,201-1000
U003220,2025-08-14,India,Desktop,Social Media,Basic,51-200
U003221,2025-04-06,UK,Desktop,Google Ads,Enterprise,201-1000
U003222,2024-07-06,Brazil,Desktop,Email,Enterprise,51-200
U003223,2024-04-16,US,Desktop,Social Media,Free,1-10
U003224,2024-01-28,UK,Desktop,Social Media,Pro,201-1000
U003225,2024-07-11,Canada,Desktop,Social Media,Basic,51-200
U003226,2025-11-07,China,Mobile,Social Media,Enterprise,51-200
U003227,2024-09-17,Germany,Desktop,Social Media,Basic,11-50
U003228,2024-12-16,US,Desktop,Organic,Pro,1-10
U003229,2024-05-10,UK,Mobile,Organic,Basic,1-10
U003230,2024-08-31,US,Mobile,Organic,Free,1-10
U003231,2025-04-09,US,Desktop,Organic,Pro,11-50
U003232,2025-06-03,Brazil,Desktop,Google Ads,Free,1-10
U003233,2024-09-20,US,Desktop,Organic,Free,11-50
U003234,2024-03-17,Germany,Desktop,Email,Free,1-10
U003235,2025-01-12,UK,Desktop,Email,Enterprise,1000+
U003236,2024-09-11,Australia,Desktop,Email,Free,11-50
U003237,2024-08-29,UK,Desktop,Email,Free,11-50
U003238,2025-12-12,US,Mobile,Organic,Basic,11-50
U003239,2025-06-08,US,Mobile,Social Media,Free,1-10
U003240,2025-05-03,India,Desktop,Organic,Basic,11-50
U003241,2025-01-29,India,Desktop,Google Ads,Pro,11-50
U003242,2025-02-08,Germany,Desktop,Email,Enterprise,1000+
U003243,2025-04-23,Germany,Desktop,Email,Free,1-10
U003244,2025-07-25,US,Desktop,Social Media,Basic,1-10
U003245,2025-07-28,India,Mobile,Google Ads,Free,11-50
U003246,2024-07-16,India,Mobile,Organic,Free,51-200
U003247,2025-03-27,US,Mobile,Organic,Free,1-10
U003248,2025-01-27,US,Mobile,Google Ads,Free,1-10
U003249,2025-10-28,US,Tablet,Social Media,Free,11-50
U003250,2025-06-17,US,Mobile,Email,Free,1-10
U003251,2025-04-17,Japan,Tablet,Organic,Pro,1-10
U003252,2024-05-21,US,Desktop,Email,Enterprise,201-1000
U003253,2025-06-02,US,Desktop,Social Media,Free,1-10
U003254,2024-05-23,US,Mobile,Google Ads,Basic,11-50
U003255,2024-12-03,Australia,Tablet,Google Ads,Free,1-10
U003256,2024-06-18,Canada,Desktop,Email,Enterprise,1000+
U003257,2025-07-23,US,Desktop,Organic,Pro,201-1000
U003258,2024-08-17,UK,Desktop,Email,Pro,1000+
U003259,2025-01-12,US,Mobile,Organic,Free,1-10
U003260,2025-11-09,India,Desktop,Organic,Basic,1-10
U003261,2024-08-15,US,Mobile,Social Media,Free,201-1000
U003262,2025-04-01,China,Tablet,Google Ads,Free,1-10
U003263,2025-02-01,India,Mobile,Social Media,Free,11-50
U003264,2024-01-26,Canada,Desktop,Google Ads,Basic,1-10
U003265,2025-09-16,US,Desktop,Google Ads,Pro,201-1000
U003266,2024-03-30,France,Desktop,Organic,Free,51-200
U003267,2025-03-10,France,Desktop,Email,Free,1-10
U003268,2025-05-05,US,Desktop,Organic,Free,1-10
U003269,2025-06-15,UK,Mobile,Email,Free,1-10
U003270,2025-07-21,US,Desktop,Social Media,Pro,51-200
U003271,2024-09-27,US,Mobile,Social Media,Free,1-10
U003272,2024-01-15,US,Tablet,Social Media,Free,11-50
U003273,2025-08-09,India,Desktop,Organic,Basic,11-50
U003274,2025-04-19,Germany,Tablet,Social Media,Basic,11-50
U003275,2025-10-10,Australia,Mobile,Organic,Free,1-10
U003276,2025-10-02,US,Desktop,Organic,Enterprise,201-1000
U003277,2025-10-13,Australia,Desktop,Organic,Basic,1-10
U003278,2025-03-18,US,Desktop,Social Media,Pro,201-1000
U003279,2024-11-30,Brazil,Desktop,Google Ads,Free,51-200
U003280,2025-09-16,UK,Mobile,Google Ads,Free,1-10
U003281,2025-02-23,US,Desktop,Email,Free,1-10
U003282,2024-07-27,Canada,Mobile,Google Ads,Free,11-50
U003283,2025-10-19,UK,Desktop,Google Ads,Basic,1-10
U003284,2025-11-03,Japan,Desktop,Google Ads,Free,1-10
U003285,2025-03-05,India,Mobile,Social Media,Free,11-50
U003286,2024-04-07,Germany,Mobile,Google Ads,Free,1-10
U003287,2025-01-09,India,Desktop,Organic,Pro,11-50
U003288,2025-09-22,China,Desktop,Email,Basic,1000+
U003289,2025-11-13,US,Mobile,Google Ads,Free,1-10
U003290,2024-08-15,China,Mobile,Organic,Free,51-200
U003291,2024-03-28,Canada,Desktop,Google Ads,Free,1-10
U003292,2025-10-31,US,Desktop,Organic,Free,11-50
U003293,2025-01-11,US,Desktop,Organic,Pro,51-200
U003294,2025-04-23,China,Desktop,Organic,Pro,1-10
U003295,2025-12-16,Germany,Mobile,Google Ads,Free,11-50
U003296,2024-03-28,Germany,Mobile,Google Ads,Free,51-200
U003297,2025-06-27,US,Mobile,Google Ads,Basic,1-10
U003298,2024-04-05,India,Desktop,Organic,Free,11-50
U003299,2024-12-31,US,Mobile,Social Media,Free,1-10
U003300,2025-09-22,Germany,Desktop,Google Ads,Basic,51-200
U003301,2025-02-11,Brazil,Tablet,Organic,Basic,51-200
U003302,2025-12-30,US,Desktop,Google Ads,Basic,1-10
U003303,2025-05-04,India,Desktop,Organic,Enterprise,51-200
U003304,2024-11-21,Australia,Mobile,Organic,Free,1-10
U003305,2024-08-29,China,Desktop,Social Media,Pro,1000+
U003306,2024-12-13,France,Mobile,Google Ads,Free,1-10
U003307,2024-12-29,Germany,Mobile,Organic,Basic,11-50
U003308,2024-03-30,Brazil,Desktop,Organic,Enterprise,1-10
U003309,2024-12-27,US,Mobile,Organic,Free,11-50
U003310,2025-03-04,US,Desktop,Organic,Pro,51-200
U003311,2025-08-09,US,Desktop,Organic,Pro,201-1000
U003312,2025-07-02,Germany,Tablet,Social Media,Free,51-200
U003313,2025-08-01,France,Mobile,Google Ads,Basic,1-10
U003314,2024-01-13,UK,Desktop,Social Media,Enterprise,51-200
U003315,2024-08-27,Japan,Desktop,Google Ads,Basic,1000+
U003316,2025-07-05,China,Desktop,Google Ads,Free,1-10
U003317,2025-03-17,India,Mobile,Organic,Free,11-50
U003318,2024-01-08,UK,Tablet,Organic,Free,11-50
U003319,2025-09-23,India,Desktop,Email,Free,11-50
U003320,2025-09-06,UK,Mobile,Organic,Free,1-10
U003321,2025-04-27,US,Desktop,Organic,Free,1-10
U003322,2024-03-27,Australia,Desktop,Organic,Free,11-50
U003323,2025-09-02,US,Tablet,Google Ads,Free,1-10
U003324,2025-05-19,US,Desktop,Google Ads,Basic,11-50
U003325,2025-09-11,Canada,Desktop,Email,Free,1-10
U003326,2025-08-25,UK,Mobile,Email,Free,1-10
U003327,2025-09-22,Japan,Desktop,Social Media,Free,1-10
U003328,2025-04-08,UK,Desktop,Social Media,Free,51-200
U003329,2024-06-16,UK,Tablet,Organic,Free,1-10
U003330,2025-07-10,US,Mobile,Organic,Free,1-10
U003331,2025-06-11,UK,Mobile,Organic,Free,51-200
U003332,2025-08-20,Germany,Desktop,Organic,Pro,51-200
U003333,2024-07-15,China,Desktop,Organic,Free,201-1000
U003334,2024-08-07,India,Tablet,Organic,Enterprise,51-200
U003335,2025-11-07,Australia,Desktop,Social Media,Basic,51-200
U003336,2025-08-24,US,Desktop,Email,Free,1-10
U003337,2025-11-16,India,Desktop,Google Ads,Pro,201-1000
U003338,2025-08-29,India,Desktop,Email,Basic,51-200
U003339,2025-05-28,Canada,Desktop,Social Media,Pro,11-50
U003340,2025-07-01,US,Mobile,Social Media,Pro,51-200
U003341,2025-11-06,India,Tablet,Social Media,Free,11-50
U003342,2025-05-16,Canada,Mobile,Organic,Pro,1-10
U003343,2025-06-18,US,Mobile,Organic,Free,11-50
U003344,2024-07-02,Canada,Mobile,Email,Basic,1-10
U003345,2025-03-10,US,Mobile,Email,Free,51-200
U003346,2025-08-05,China,Desktop,Organic,Free,1-10
U003347,2024-10-12,Australia,Desktop,Organic,Pro,51-200
U003348,2024-08-14,Japan,Desktop,Social Media,Free,1-10
U003349,2024-11-15,Germany,Desktop,Organic,Free,1-10
U003350,2024-09-17,US,Desktop,Social Media,Free,1-10
U003351,2024-08-25,Canada,Desktop,Organic,Pro,51-200
U003352,2025-02-05,Germany,Desktop,Social Media,Enterprise,1-10
U003353,2025-11-16,US,Desktop,Organic,Pro,201-1000
U003354,2025-04-01,China,Desktop,Social Media,Pro,1-10
U003355,2024-07-31,India,Desktop,Organic,Basic,51-200
U003356,2024-04-09,US,Mobile,Social Media,Free,1-10
U003357,2025-07-25,US,Desktop,Email,Free,1-10
U003358,2025-01-06,US,Mobile,Social Media,Basic,1-10
U003359,2025-10-02,India,Tablet,Email,Free,11-50
U003360,2025-07-04,Japan,Mobile,Google Ads,Free,1-10
U003361,2025-09-18,India,Mobile,Email,Free,1-10
U003362,2024-10-12,France,Tablet,Google Ads,Basic,1-10
U003363,2025-07-23,Canada,Desktop,Google Ads,Free,1-10
U003364,2024-10-06,Japan,Tablet,Email,Basic,1-10
U003365,2025-12-01,US,Mobile,Organic,Basic,1-10
U003366,2025-06-20,China,Mobile,Social Media,Basic,1-10
U003367,2024-11-23,Germany,Desktop,Email,Enterprise,201-1000
U003368,2024-10-10,India,Desktop,Google Ads,Free,1-10
U003369,2024-08-03,Japan,Mobile,Email,Free,1-10
U003370,2025-07-24,UK,Mobile,Google Ads,Basic,1-10
U003371,2024-08-28,Canada,Mobile,Email,Free,1-10
U003372,2025-05-26,US,Desktop,Google Ads,Pro,11-50
U003373,2024-10-06,China,Desktop,Google Ads,Free,11-50
U003374,2025-07-05,US,Desktop,Social Media,Basic,51-200
U003375,2025-09-28,Canada,Desktop,Email,Free,1-10
U003376,2025-09-08,US,Desktop,Google Ads,Enterprise,51-200
U003377,2025-08-30,US,Desktop,Google Ads,Pro,51-200
U003378,2024-07-31,UK,Desktop,Google Ads,Pro,11-50
U003379,2024-04-22,UK,Desktop,Social Media,Pro,1000+
U003380,2025-07-26,US,Desktop,Organic,Free,11-50
U003381,2024-12-26,India,Tablet,Email,Free,1-10
U003382,2025-02-10,Germany,Mobile,Google Ads,Basic,201-1000
U003383,2024-02-13,US,Mobile,Organic,Free,1-10
U003384,2024-10-02,UK,Desktop,Organic,Free,1-10
U003385,2024-02-16,France,Mobile,Google Ads,Free,1-10
U003386,2025-11-01,China,Desktop,Google Ads,Free,1-10
U003387,2024-09-19,China,Tablet,Google Ads,Basic,51-200
U003388,2025-05-03,China,Mobile,Google Ads,Free,51-200
U003389,2024-02-23,UK,Mobile,Social Media,Basic,11-50
U003390,2025-07-08,US,Mobile,Social Media,Pro,51-200
U003391,2024-11-22,US,Desktop,Organic,Free,11-50
U003392,2025-11-11,France,Desktop,Google Ads,Free,11-50
U003393,2025-11-06,Australia,Mobile,Organic,Free,1-10
U003394,2024-11-24,India,Desktop,Google Ads,Enterprise,201-1000
U003395,2025-11-12,US,Desktop,Social Media,Basic,11-50
U003396,2025-12-30,US,Mobile,Social Media,Free,51-200
U003397,2025-10-04,UK,Desktop,Email,Basic,51-200
U003398,2025-10-14,India,Mobile,Organic,Free,1-10
U003399,2024-09-23,US,Tablet,Google Ads,Enterprise,51-200
U003400,2025-05-15,Australia,Desktop,Organic,Enterprise,1000+
U003401,2024-03-28,UK,Desktop,Organic,Basic,51-200
U003402,2024-04-29,Canada,Desktop,Social Media,Pro,51-200
U003403,2025-12-31,Brazil,Desktop,Organic,Free,1-10
U003404,2024-11-25,Brazil,Desktop,Google Ads,Basic,201-1000
U003405,2025-08-23,Japan,Desktop,Social Media,Pro,1000+
U003406,2025-09-24,Japan,Desktop,Organic,Basic,51-200
U003407,2025-10-21,Japan,Desktop,Organic,Free,1-10
U003408,2025-12-30,Japan,Mobile,Google Ads,Pro,201-1000
U003409,2024-09-17,India,Mobile,Google Ads,Free,1-10
U003410,2024-02-24,Australia,Mobile,Social Media,Basic,51-200
U003411,2025-01-26,China,Desktop,Google Ads,Free,1-10
U003412,2024-06-05,Brazil,Desktop,Google Ads,Free,11-50
U003413,2024-02-01,Canada,Mobile,Google Ads,Basic,11-50
U003414,2024-12-20,US,Desktop,Organic,Basic,51-200
U003415,2025-09-12,US,Desktop,Google Ads,Basic,11-50
U003416,2025-05-09,India,Mobile,Google Ads,Free,1-10
U003417,2024-11-14,India,Desktop,Google Ads,Free,11-50
U003418,2025-07-01,France,Desktop,Google Ads,Enterprise,201-1000
U003419,2024-09-09,Germany,Mobile,Email,Free,1-10
U003420,2024-01-21,India,Tablet,Organic,Enterprise,1000+
U003421,2025-09-01,India,Desktop,Email,Pro,51-200
U003422,2025-06-13,US,Desktop,Social Media,Enterprise,1000+
U003423,2025-08-31,Japan,Mobile,Google Ads,Pro,51-200
U003424,2024-02-23,France,Mobile,Organic,Free,11-50
U003425,2025-10-10,US,Desktop,Social Media,Enterprise,1000+
U003426,2025-06-10,India,Mobile,Google Ads,Free,11-50
U003427,2025-05-07,India,Tablet,Google Ads,Free,1000+
U003428,2025-06-13,US,Desktop,Organic,Free,1-10
U003429,2025-10-24,US,Tablet,Social Media,Free,11-50
U003430,2025-05-21,Australia,Tablet,Organic,Basic,51-200
U003431,2025-05-18,UK,Desktop,Email,Free,1-10
U003432,2025-12-27,US,Mobile,Email,Free,1-10
U003433,2025-08-28,US,Desktop,Organic,Basic,201-1000
U003434,2025-02-17,China,Mobile,Email,Free,1-10
U003435,2025-07-31,Japan,Mobile,Email,Free,1-10
U003436,2025-01-10,Japan,Desktop,Social Media,Free,1-10
U003437,2024-09-06,US,Mobile,Google Ads,Free,1-10
U003438,2025-05-27,Canada,Mobile,Social Media,Free,51-200
U003439,2025-11-26,UK,Desktop,Google Ads,Free,1-10
U003440,2025-11-26,UK,Desktop,Social Media,Basic,1-10
U003441,2024-12-07,Germany,Desktop,Social Media,Basic,51-200
U003442,2025-04-14,UK,Mobile,Social Media,Free,1-10
U003443,2024-08-22,Canada,Tablet,Organic,Free,11-50
U003444,2025-12-29,Canada,Mobile,Google Ads,Free,11-50
U003445,2025-12-22,UK,Desktop,Social Media,Enterprise,1000+
U003446,2025-06-28,Canada,Desktop,Social Media,Free,11-50
U003447,2025-09-23,Brazil,Desktop,Email,Pro,1-10
U003448,2025-08-05,Australia,Desktop,Social Media,Pro,1-10
U003449,2025-05-25,US,Desktop,Social Media,Free,1-10
U003450,2024-03-12,India,Desktop,Email,Enterprise,11-50
U003451,2025-02-25,US,Desktop,Email,Basic,11-50
U003452,2025-07-13,France,Tablet,Organic,Basic,11-50
U003453,2025-07-14,US,Mobile,Social Media,Free,1-10
U003454,2024-12-30,India,Mobile,Email,Free,1-10
U003455,2025-12-03,UK,Desktop,Social Media,Free,1-10
U003456,2024-07-12,UK,Tablet,Social Media,Free,1-10
U003457,2025-03-28,Japan,Mobile,Organic,Pro,11-50
U003458,2025-07-22,Canada,Mobile,Organic,Pro,51-200
U003459,2025-07-25,Japan,Desktop,Google Ads,Free,11-50
U003460,2025-06-27,Canada,Desktop,Google Ads,Pro,201-1000
U003461,2024-10-15,US,Desktop,Email,Basic,51-200
U003462,2024-07-01,India,Desktop,Google Ads,Free,11-50
U003463,2025-06-20,Germany,Mobile,Organic,Free,11-50
U003464,2025-05-29,US,Tablet,Organic,Free,1-10
U003465,2024-07-23,India,Desktop,Email,Basic,1-10
U003466,2025-07-30,China,Desktop,Social Media,Pro,201-1000
U003467,2025-02-26,India,Mobile,Social Media,Free,1-10
U003468,2025-07-09,China,Desktop,Email,Free,1-10
U003469,2025-10-10,India,Mobile,Google Ads,Basic,1-10
U003470,2024-07-14,US,Mobile,Organic,Basic,1-10
