subscription_id,user_id,payment_date,amount,subscription_type,payment_status
S004029,U002649,2025-04-12,35.42,Monthly,Success
S004030,U002649,2025-05-11,35.98,Monthly,Success
S004031,U002654,2024-03-11,11.56,Monthly,Success
S004032,U002654,2024-04-09,11.82,Monthly,Success
S004033,U002654,2024-05-10,11.88,Monthly,Success
S004034,U002654,2024-06-08,11.95,Monthly,Success
S004035,U002654,2024-07-08,11.96,Monthly,Success
S004036,U002655,2025-09-04,11.64,Monthly,Success
S004037,U002655,2025-10-05,11.8,Monthly,Success
S004038,U002657,2025-10-08,946.14,Annual,Success
S004039,U002658,2025-10-17,12.01,Monthly,Success
S004040,U002662,2025-11-02,99.29,Monthly,Success
S004041,U002662,2025-12-03,102.48,Monthly,Success
S004042,U002664,2025-07-16,983.67,Annual,Success
S004043,U002667,2024-06-17,120.66,Annual,Success
S004044,U002667,2025-06-15,117.46,Annual,Success
S004045,U002668,2025-07-02,334.38,Annual,Success
S004046,U002670,2024-11-16,12.58,Monthly,Success
S004047,U002670,2024-12-17,11.48,Monthly,Success
S004048,U002670,2025-01-17,12.49,Monthly,Success
S004049,U002670,2025-02-16,11.65,Monthly,Success
S004050,U002673,2025-08-08,125.25,Annual,Success
S004051,U002674,2024-08-14,342.46,Annual,Success
S004052,U002674,2025-08-15,333.07,Annual,Success
S004053,U002677,2024-12-27,11.71,Monthly,Success
S004054,U002677,2025-01-25,11.66,Monthly,Success
S004055,U002677,2025-02-26,12.37,Monthly,Success
S004056,U002678,2024-03-17,12.16,Monthly,Success
S004057,U002678,2024-04-16,11.79,Monthly,Success
S004058,U002678,2024-05-16,11.62,Monthly,Success
S004059,U002678,2024-06-17,12.58,Monthly,Success
S004060,U002679,2024-05-21,114.1,Annual,Success
S004061,U002680,2025-04-07,365.16,Annual,Success
S004062,U002682,2025-10-11,95.84,Monthly,Success
S004063,U002683,2024-01-22,33.82,Monthly,Success
S004064,U002683,2024-02-22,36.48,Monthly,Success
S004065,U002683,2024-03-21,34.95,Monthly,Success
S004066,U002683,2024-04-22,35.22,Monthly,Success
S004067,U002683,2024-05-20,34.21,Monthly,Success
S004068,U002683,2024-06-21,36.64,Monthly,Success
S004069,U002683,2024-07-21,35.58,Monthly,Success
S004070,U002683,2024-08-20,36.0,Monthly,Success
S004071,U002683,2024-09-18,33.34,Monthly,Success
S004072,U002683,2024-10-19,34.08,Monthly,Success
S004073,U002688,2025-01-28,122.74,Annual,Refunded
S004074,U002689,2025-03-24,35.72,Monthly,Success
S004075,U002689,2025-04-23,35.47,Monthly,Success
S004076,U002689,2025-05-24,33.48,Monthly,Success
S004077,U002690,2025-01-22,11.95,Monthly,Success
S004078,U002690,2025-02-22,11.71,Monthly,Success
S004079,U002690,2025-03-22,11.75,Monthly,Success
S004080,U002690,2025-04-21,11.58,Monthly,Success
S004081,U002690,2025-05-23,11.76,Monthly,Success
S004082,U002692,2025-05-28,11.48,Monthly,Success
S004083,U002692,2025-06-26,11.85,Monthly,Success
S004084,U002692,2025-07-27,12.02,Monthly,Success
S004085,U002692,2025-08-24,12.12,Monthly,Success
S004086,U002692,2025-09-25,12.32,Monthly,Success
S004087,U002692,2025-10-24,12.49,Monthly,Success
S004088,U002692,2025-11-23,11.7,Monthly,Success
S004089,U002695,2025-12-20,125.21,Annual,Success
S004090,U002697,2025-07-14,11.82,Monthly,Success
S004091,U002697,2025-08-15,12.17,Monthly,Success
S004092,U002698,2024-11-14,35.5,Monthly,Success
S004093,U002698,2024-12-14,35.94,Monthly,Success
S004094,U002698,2025-01-12,33.46,Monthly,Success
S004095,U002698,2025-02-13,35.27,Monthly,Success
S004096,U002698,2025-03-14,33.72,Monthly,Success
S004097,U002698,2025-04-13,35.71,Monthly,Success
S004098,U002698,2025-05-14,33.78,Monthly,Success
S004099,U002699,2025-09-08,33.94,Monthly,Success
S004100,U002699,2025-10-06,33.66,Monthly,Success
S004101,U002699,2025-11-05,36.59,Monthly,Success
S004102,U002701,2025-04-15,122.45,Annual,Success
S004103,U002702,2025-12-20,99.12,Monthly,Success
S004104,U002703,2024-06-05,121.78,Annual,Success
S004105,U002704,2024-01-26,34.07,Monthly,Success
S004106,U002704,2024-02-26,36.16,Monthly,Success
S004107,U002704,2024-03-27,35.28,Monthly,Success
S004108,U002704,2024-04-25,36.46,Monthly,Success
S004109,U002704,2024-05-26,33.77,Monthly,Success
S004110,U002705,2025-09-06,344.79,Annual,Success
S004111,U002707,2024-05-27,12.26,Monthly,Success
S004112,U002707,2024-06-25,12.08,Monthly,Success
S004113,U002707,2024-07-26,12.1,Monthly,Success
S004114,U002707,2024-08-25,12.46,Monthly,Success
S004115,U002707,2024-09-24,11.58,Monthly,Success
S004116,U002708,2024-10-11,343.41,Annual,Success
S004117,U002710,2024-11-01,11.67,Monthly,Success
S004118,U002710,2024-11-30,11.59,Monthly,Success
S004119,U002710,2024-12-31,11.91,Monthly,Success
S004120,U002711,2025-09-11,124.09,Annual,Success
S004121,U002715,2024-01-04,12.29,Monthly,Success
S004122,U002715,2024-02-01,11.88,Monthly,Success
S004123,U002715,2024-03-02,11.43,Monthly,Success
S004124,U002715,2024-04-01,11.42,Monthly,Success
S004125,U002715,2024-05-03,12.59,Monthly,Success
S004126,U002715,2024-05-31,11.87,Monthly,Success
S004127,U002715,2024-07-01,11.41,Monthly,Success
S004128,U002715,2024-07-30,11.76,Monthly,Success
S004129,U002715,2024-08-29,11.65,Monthly,Success
S004130,U002715,2024-09-28,12.29,Monthly,Refunded
S004131,U002718,2025-12-22,351.03,Annual,Success
S004132,U002719,2025-10-17,12.4,Monthly,Success
S004133,U002721,2025-11-13,12.31,Monthly,Success
S004134,U002725,2025-01-17,97.62,Monthly,Success
S004135,U002725,2025-02-18,95.55,Monthly,Success
S004136,U002725,2025-03-18,95.87,Monthly,Success
S004137,U002727,2024-03-28,12.05,Monthly,Success
S004138,U002728,2024-09-08,33.79,Monthly,Success
S004139,U002728,2024-10-06,33.47,Monthly,Success
S004140,U002728,2024-11-05,35.47,Monthly,Success
S004141,U002728,2024-12-07,36.13,Monthly,Success
S004142,U002728,2025-01-05,36.46,Monthly,Success
S004143,U002728,2025-02-04,35.1,Monthly,Success
S004144,U002728,2025-03-05,33.54,Monthly,Success
S004145,U002728,2025-04-06,36.38,Monthly,Success
S004146,U002728,2025-05-05,36.07,Monthly,Success
S004147,U002728,2025-06-03,35.49,Monthly,Success
S004148,U002729,2024-09-21,96.92,Monthly,Success
S004149,U002729,2024-10-22,95.83,Monthly,Failed
S004150,U002729,2024-11-21,96.2,Monthly,Failed
S004151,U002729,2024-12-20,97.57,Monthly,Success
S004152,U002729,2025-01-21,102.03,Monthly,Failed
S004153,U002729,2025-02-18,95.72,Monthly,Success
S004154,U002729,2025-03-20,103.02,Monthly,Success
S004155,U002729,2025-04-20,95.1,Monthly,Success
S004156,U002729,2025-05-21,97.01,Monthly,Success
S004157,U002729,2025-06-19,99.58,Monthly,Success
S004158,U002731,2025-08-27,124.82,Annual,Success
S004159,U002735,2025-12-03,116.75,Annual,Success
S004160,U002738,2025-04-27,11.75,Monthly,Success
S004161,U002738,2025-05-25,12.08,Monthly,Success
S004162,U002738,2025-06-26,11.69,Monthly,Success
S004163,U002738,2025-07-26,11.6,Monthly,Success
S004164,U002739,2025-12-18,951.76,Annual,Success
S004165,U002744,2024-06-19,119.23,Annual,Success
S004166,U002745,2025-06-14,125.42,Annual,Success
S004167,U002746,2025-09-16,122.45,Annual,Success
S004168,U002748,2024-06-25,362.69,Annual,Success
S004169,U002749,2025-09-27,12.57,Monthly,Success
S004170,U002749,2025-10-27,12.39,Monthly,Success
S004171,U002749,2025-11-25,11.87,Monthly,Success
S004172,U002750,2025-06-22,977.93,Annual,Success
S004173,U002751,2025-01-11,11.56,Monthly,Success
S004174,U002751,2025-02-10,11.66,Monthly,Success
S004175,U002753,2024-10-03,11.58,Monthly,Failed
S004176,U002753,2024-11-04,11.79,Monthly,Success
S004177,U002753,2024-12-04,12.6,Monthly,Success
S004178,U002755,2025-11-22,332.62,Annual,Success
S004179,U002756,2024-10-29,35.78,Monthly,Success
S004180,U002756,2024-11-27,35.32,Monthly,Success
S004181,U002756,2024-12-29,33.29,Monthly,Success
S004182,U002756,2025-01-26,33.39,Monthly,Refunded
S004183,U002756,2025-02-27,35.28,Monthly,Success
S004184,U002756,2025-03-29,36.36,Monthly,Success
S004185,U002756,2025-04-27,36.11,Monthly,Success
S004186,U002756,2025-05-28,33.53,Monthly,Success
S004187,U002756,2025-06-25,36.74,Monthly,Success
S004188,U002756,2025-07-25,36.49,Monthly,Success
S004189,U002756,2025-08-26,35.72,Monthly,Success
S004190,U002760,2024-03-27,1013.41,Annual,Success
S004191,U002765,2024-06-16,119.64,Annual,Success
S004192,U002765,2025-06-15,119.11,Annual,Success
S004193,U002766,2025-12-17,351.18,Annual,Success
S004194,U002768,2024-09-19,12.35,Monthly,Success
S004195,U002770,2025-07-20,995.84,Annual,Success
S004196,U002773,2025-09-26,11.95,Monthly,Success
S004197,U002773,2025-10-26,11.54,Monthly,Success
S004198,U002776,2025-02-13,120.39,Annual,Success
S004199,U002777,2024-03-01,33.51,Monthly,Success
S004200,U002777,2024-04-01,35.55,Monthly,Success
S004201,U002777,2024-04-30,35.28,Monthly,Success
S004202,U002777,2024-05-29,33.53,Monthly,Success
S004203,U002777,2024-06-29,33.79,Monthly,Success
S004204,U002777,2024-07-29,33.47,Monthly,Success
S004205,U002779,2025-02-20,11.61,Monthly,Success
S004206,U002779,2025-03-22,11.48,Monthly,Success
S004207,U002780,2024-08-22,12.43,Monthly,Success
S004208,U002780,2024-09-21,12.4,Monthly,Failed
S004209,U002780,2024-10-20,12.43,Monthly,Failed
S004210,U002780,2024-11-19,12.03,Monthly,Success
S004211,U002782,2025-10-15,12.43,Monthly,Success
S004212,U002783,2025-12-23,12.14,Monthly,Success
S004213,U002788,2024-08-10,35.75,Monthly,Success
S004214,U002788,2024-09-09,34.9,Monthly,Success
S004215,U002788,2024-10-09,33.32,Monthly,Success
S004216,U002788,2024-11-09,36.26,Monthly,Success
S004217,U002793,2025-05-12,12.09,Monthly,Success
S004218,U002793,2025-06-11,12.19,Monthly,Success
S004219,U002793,2025-07-11,11.93,Monthly,Success
S004220,U002793,2025-08-11,11.89,Monthly,Success
S004221,U002793,2025-09-10,11.78,Monthly,Success
S004222,U002793,2025-10-09,12.08,Monthly,Success
S004223,U002793,2025-11-09,11.99,Monthly,Failed
S004224,U002797,2024-04-06,35.59,Monthly,Success
S004225,U002797,2024-05-05,33.34,Monthly,Success
S004226,U002797,2024-06-04,34.6,Monthly,Success
S004227,U002797,2024-07-03,36.24,Monthly,Success
S004228,U002797,2024-08-03,35.65,Monthly,Success
S004229,U002797,2024-09-02,33.34,Monthly,Success
S004230,U002797,2024-10-01,36.25,Monthly,Success
S004231,U002798,2025-06-13,349.48,Annual,Success
S004232,U002799,2025-12-22,12.01,Monthly,Success
S004233,U002800,2024-08-03,11.53,Monthly,Success
S004234,U002800,2024-09-03,11.43,Monthly,Success
S004235,U002800,2024-10-01,11.6,Monthly,Success
S004236,U002800,2024-11-02,12.48,Monthly,Success
S004237,U002800,2024-11-30,11.91,Monthly,Success
S004238,U002800,2025-01-01,11.73,Monthly,Success
S004239,U002800,2025-01-29,11.78,Monthly,Success
S004240,U002800,2025-02-28,11.98,Monthly,Success
S004241,U002800,2025-03-30,12.44,Monthly,Success
S004242,U002800,2025-04-29,12.56,Monthly,Success
S004243,U002802,2025-11-17,34.17,Monthly,Success
S004244,U002803,2025-12-04,12.27,Monthly,Success
S004245,U002804,2025-12-14,95.76,Monthly,Success
S004246,U002806,2025-12-20,11.81,Monthly,Success
S004247,U002807,2025-08-29,12.07,Monthly,Success
S004248,U002810,2025-08-08,362.43,Annual,Success
S004249,U002812,2025-06-23,11.71,Monthly,Success
S004250,U002812,2025-07-24,12.57,Monthly,Success
S004251,U002813,2025-07-10,12.08,Monthly,Success
S004252,U002813,2025-08-07,12.28,Monthly,Success
S004253,U002813,2025-09-08,12.21,Monthly,Failed
S004254,U002814,2024-07-09,11.76,Monthly,Success
S004255,U002814,2024-08-07,11.65,Monthly,Success
S004256,U002814,2024-09-08,12.5,Monthly,Success
S004257,U002814,2024-10-06,11.77,Monthly,Success
S004258,U002814,2024-11-05,11.66,Monthly,Success
S004259,U002814,2024-12-05,11.42,Monthly,Success
S004260,U002814,2025-01-04,11.75,Monthly,Success
S004261,U002814,2025-02-05,12.1,Monthly,Success
S004262,U002815,2025-05-14,344.79,Annual,Success
S004263,U002816,2025-09-07,35.96,Monthly,Success
S004264,U002816,2025-10-05,36.51,Monthly,Success
S004265,U002816,2025-11-05,33.49,Monthly,Success
S004266,U002817,2025-03-29,124.1,Annual,Success
S004267,U002821,2025-11-25,11.86,Monthly,Success
S004268,U002825,2024-11-21,11.68,Monthly,Success
S004269,U002825,2024-12-22,11.8,Monthly,Success
S004270,U002825,2025-01-20,12.37,Monthly,Success
S004271,U002825,2025-02-20,11.7,Monthly,Success
S004272,U002825,2025-03-23,11.7,Monthly,Success
S004273,U002827,2025-08-14,12.5,Monthly,Success
S004274,U002827,2025-09-12,12.07,Monthly,Success
S004275,U002829,2025-02-09,974.41,Annual,Success
S004276,U002830,2024-02-12,12.39,Monthly,Success
S004277,U002830,2024-03-12,11.57,Monthly,Success
S004278,U002830,2024-04-12,11.86,Monthly,Success
S004279,U002830,2024-05-10,12.17,Monthly,Success
S004280,U002832,2025-07-05,11.81,Monthly,Success
S004281,U002832,2025-08-05,11.43,Monthly,Success
S004282,U002832,2025-09-03,12.35,Monthly,Success
S004283,U002832,2025-10-03,11.88,Monthly,Success
S004284,U002833,2024-05-26,12.14,Monthly,Success
S004285,U002834,2024-10-28,124.34,Annual,Success
S004286,U002835,2025-01-17,12.6,Monthly,Success
S004287,U002835,2025-02-18,12.02,Monthly,Success
S004288,U002835,2025-03-18,12.5,Monthly,Success
S004289,U002835,2025-04-18,12.58,Monthly,Success
S004290,U002835,2025-05-19,12.57,Monthly,Success
S004291,U002835,2025-06-17,12.18,Monthly,Success
S004292,U002837,2025-12-28,12.18,Monthly,Success
S004293,U002838,2024-03-01,123.51,Annual,Success
S004294,U002839,2025-08-31,11.54,Monthly,Success
S004295,U002839,2025-09-30,11.54,Monthly,Success
S004296,U002839,2025-10-31,11.4,Monthly,Success
S004297,U002839,2025-11-28,12.27,Monthly,Success
S004298,U002840,2024-12-31,94.55,Monthly,Failed
S004299,U002840,2025-01-29,101.76,Monthly,Success
S004300,U002843,2025-11-23,34.06,Monthly,Success
S004301,U002844,2025-12-09,12.04,Monthly,Success
S004302,U002847,2025-09-17,348.19,Annual,Success
S004303,U002851,2025-07-07,967.07,Annual,Success
S004304,U002852,2024-09-16,992.38,Annual,Success
S004305,U002854,2025-11-25,121.18,Annual,Success
S004306,U002857,2024-08-30,360.83,Annual,Success
S004307,U002859,2024-02-19,11.84,Monthly,Success
S004308,U002859,2024-03-22,11.98,Monthly,Success
S004309,U002859,2024-04-21,11.88,Monthly,Success
S004310,U002859,2024-05-19,12.28,Monthly,Success
S004311,U002859,2024-06-20,11.83,Monthly,Success
S004312,U002859,2024-07-19,12.17,Monthly,Success
S004313,U002860,2024-07-22,348.25,Annual,Success
S004314,U002863,2025-12-07,11.44,Monthly,Success
S004315,U002867,2025-04-08,12.42,Monthly,Success
S004316,U002867,2025-05-07,12.02,Monthly,Success
S004317,U002867,2025-06-06,11.6,Monthly,Success
S004318,U002868,2025-08-30,100.87,Monthly,Success
S004319,U002868,2025-09-28,101.7,Monthly,Success
S004320,U002870,2024-12-16,1021.28,Annual,Success
S004321,U002871,2025-11-15,354.9,Annual,Success
S004322,U002872,2025-12-07,36.56,Monthly,Success
S004323,U002876,2025-03-13,12.35,Monthly,Success
S004324,U002876,2025-04-11,11.8,Monthly,Success
S004325,U002876,2025-05-13,12.13,Monthly,Success
S004326,U002877,2025-03-26,98.94,Monthly,Failed
S004327,U002877,2025-04-26,94.08,Monthly,Success
S004328,U002877,2025-05-27,101.49,Monthly,Success
S004329,U002877,2025-06-25,98.12,Monthly,Success
S004330,U002877,2025-07-25,101.32,Monthly,Success
S004331,U002877,2025-08-23,98.36,Monthly,Success
S004332,U002877,2025-09-23,96.12,Monthly,Success
S004333,U002879,2025-05-28,119.85,Annual,Success
S004334,U002881,2024-11-29,12.07,Monthly,Success
S004335,U002881,2024-12-30,11.64,Monthly,Success
S004336,U002881,2025-01-29,12.07,Monthly,Success
S004337,U002881,2025-02-28,11.79,Monthly,Success
S004338,U002881,2025-03-30,11.65,Monthly,Success
S004339,U002881,2025-04-30,11.77,Monthly,Refunded
S004340,U002881,2025-05-28,12.39,Monthly,Success
S004341,U002881,2025-06-27,12.28,Monthly,Success
S004342,U002885,2024-03-30,11.67,Monthly,Success
S004343,U002889,2025-09-29,1031.03,Annual,Success
S004344,U002890,2025-10-11,12.56,Monthly,Success
S004345,U002891,2024-12-01,120.33,Annual,Success
S004346,U002891,2025-12-05,117.69,Annual,Success
S004347,U002892,2025-07-24,12.22,Monthly,Success
S004348,U002892,2025-08-23,11.77,Monthly,Success
S004349,U002898,2024-10-26,122.17,Annual,Success
S004350,U002901,2024-06-03,12.23,Monthly,Success
S004351,U002901,2024-07-04,11.62,Monthly,Success
S004352,U002901,2024-08-03,11.49,Monthly,Success
S004353,U002901,2024-09-02,12.36,Monthly,Success
S004354,U002901,2024-10-02,11.97,Monthly,Success
S004355,U002902,2025-09-04,367.3,Annual,Success
S004356,U002905,2025-04-12,36.09,Monthly,Success
S004357,U002905,2025-05-13,33.26,Monthly,Success
S004358,U002905,2025-06-12,36.06,Monthly,Success
S004359,U002905,2025-07-11,35.87,Monthly,Success
S004360,U002905,2025-08-10,33.54,Monthly,Success
S004361,U002905,2025-09-09,33.97,Monthly,Success
S004362,U002906,2024-03-13,34.0,Monthly,Success
S004363,U002906,2024-04-12,34.03,Monthly,Success
S004364,U002906,2024-05-12,33.71,Monthly,Success
S004365,U002906,2024-06-12,35.52,Monthly,Success
S004366,U002906,2024-07-12,36.21,Monthly,Success
S004367,U002906,2024-08-10,35.92,Monthly,Success
S004368,U002906,2024-09-10,34.95,Monthly,Success
S004369,U002906,2024-10-11,35.77,Monthly,Success
S004370,U002906,2024-11-10,36.32,Monthly,Failed
S004371,U002906,2024-12-10,33.54,Monthly,Success
S004372,U002907,2025-12-18,96.22,Monthly,Success
S004373,U002915,2024-09-04,35.08,Monthly,Failed
S004374,U002915,2024-10-02,36.35,Monthly,Success
S004375,U002915,2024-11-03,33.67,Monthly,Success
S004376,U002915,2024-12-03,35.32,Monthly,Success
S004377,U002915,2024-12-31,35.59,Monthly,Success
S004378,U002915,2025-01-31,36.4,Monthly,Success
S004379,U002915,2025-03-01,34.62,Monthly,Success
S004380,U002915,2025-03-31,34.9,Monthly,Success
S004381,U002915,2025-05-02,35.37,Monthly,Success
S004382,U002915,2025-05-30,35.71,Monthly,Failed
S004383,U002915,2025-07-01,34.4,Monthly,Success
S004384,U002915,2025-07-29,34.25,Monthly,Success
S004385,U002915,2025-08-30,34.9,Monthly,Success
S004386,U002916,2025-07-08,12.35,Monthly,Success
S004387,U002917,2025-08-20,11.78,Monthly,Success
S004388,U002917,2025-09-19,11.79,Monthly,Success
S004389,U002917,2025-10-20,11.48,Monthly,Success
S004390,U002917,2025-11-19,11.62,Monthly,Success
S004391,U002918,2025-10-16,344.84,Annual,Success
S004392,U002919,2025-02-04,118.33,Annual,Success
S004393,U002921,2024-11-24,101.33,Monthly,Success
S004394,U002921,2024-12-24,94.11,Monthly,Success
S004395,U002922,2025-08-05,12.54,Monthly,Success
S004396,U002922,2025-09-03,11.81,Monthly,Success
S004397,U002922,2025-10-02,11.56,Monthly,Success
S004398,U002922,2025-11-02,12.36,Monthly,Success
S004399,U002922,2025-12-03,11.89,Monthly,Success
S004400,U002924,2024-07-30,965.07,Annual,Success
S004401,U002924,2025-07-27,994.52,Annual,Success
S004402,U002926,2025-11-13,12.22,Monthly,Success
S004403,U002928,2025-12-26,11.86,Monthly,Success
S004404,U002929,2025-09-01,117.44,Annual,Success
S004405,U002931,2025-05-26,11.67,Monthly,Success
S004406,U002931,2025-06-24,12.31,Monthly,Success
S004407,U002932,2025-07-10,124.06,Annual,Success
S004408,U002936,2024-07-14,35.47,Monthly,Success
S004409,U002936,2024-08-13,35.76,Monthly,Success
S004410,U002936,2024-09-10,35.14,Monthly,Success
S004411,U002936,2024-10-12,33.28,Monthly,Success
S004412,U002937,2025-09-12,356.24,Annual,Success
S004413,U002938,2025-05-19,337.04,Annual,Success
S004414,U002943,2024-11-01,11.42,Monthly,Success
S004415,U002943,2024-12-02,12.46,Monthly,Success
S004416,U002944,2025-08-07,976.04,Annual,Success
S004417,U002945,2025-08-30,12.06,Monthly,Success
S004418,U002946,2024-05-09,101.2,Monthly,Success
S004419,U002946,2024-06-07,94.91,Monthly,Success
S004420,U002946,2024-07-08,102.99,Monthly,Success
S004421,U002946,2024-08-06,97.57,Monthly,Failed
S004422,U002946,2024-09-04,94.2,Monthly,Success
S004423,U002946,2024-10-04,99.36,Monthly,Success
S004424,U002946,2024-11-03,102.76,Monthly,Success
S004425,U002946,2024-12-05,94.67,Monthly,Success
S004426,U002946,2025-01-02,99.44,Monthly,Success
S004427,U002946,2025-02-02,98.52,Monthly,Failed
S004428,U002948,2025-04-06,977.21,Annual,Success
S004429,U002950,2025-12-01,963.87,Annual,Success
S004430,U002952,2025-07-25,34.3,Monthly,Success
S004431,U002952,2025-08-26,34.48,Monthly,Success
S004432,U002952,2025-09-24,34.23,Monthly,Success
S004433,U002952,2025-10-24,33.42,Monthly,Success
S004434,U002952,2025-11-24,33.65,Monthly,Success
S004435,U002957,2025-08-13,35.61,Monthly,Success
S004436,U002957,2025-09-12,35.38,Monthly,Success
S004437,U002957,2025-10-12,34.3,Monthly,Success
S004438,U002957,2025-11-11,34.06,Monthly,Success
S004439,U002958,2025-10-23,94.62,Monthly,Success
S004440,U002959,2024-10-15,11.68,Monthly,Success
S004441,U002960,2025-09-25,34.63,Monthly,Success
S004442,U002960,2025-10-24,34.36,Monthly,Success
S004443,U002962,2024-12-11,12.48,Monthly,Success
S004444,U002962,2025-01-09,12.41,Monthly,Success
S004445,U002962,2025-02-09,11.53,Monthly,Success
S004446,U002962,2025-03-09,12.56,Monthly,Success
S004447,U002962,2025-04-10,12.16,Monthly,Success
S004448,U002964,2025-12-23,333.98,Annual,Success
S004449,U002966,2025-07-28,11.72,Monthly,Success
S004450,U002966,2025-08-27,12.21,Monthly,Success
S004451,U002966,2025-09-27,12.05,Monthly,Success
S004452,U002973,2025-09-19,338.83,Annual,Success
S004453,U002975,2025-01-07,33.39,Monthly,Success
S004454,U002975,2025-02-08,33.76,Monthly,Success
S004455,U002975,2025-03-10,34.28,Monthly,Success
S004456,U002975,2025-04-09,36.74,Monthly,Success
S004457,U002978,2024-01-17,12.16,Monthly,Success
S004458,U002979,2025-07-31,11.67,Monthly,Success
S004459,U002979,2025-08-30,12.2,Monthly,Success
S004460,U002979,2025-09-28,12.04,Monthly,Success
S004461,U002979,2025-10-29,11.58,Monthly,Success
S004462,U002981,2025-02-15,12.06,Monthly,Success
S004463,U002983,2025-07-31,12.45,Monthly,Success
S004464,U002983,2025-08-30,12.17,Monthly,Failed
S004465,U002983,2025-09-30,12.32,Monthly,Success
S004466,U002984,2025-10-01,12.23,Monthly,Success
S004467,U002984,2025-10-30,11.69,Monthly,Success
S004468,U002984,2025-11-30,12.02,Monthly,Failed
S004469,U002986,2025-12-20,355.84,Annual,Success
S004470,U002987,2024-03-12,353.56,Annual,Success
S004471,U002987,2025-03-10,342.12,Annual,Success
S004472,U002988,2025-04-01,12.02,Monthly,Success
S004473,U002988,2025-04-30,12.12,Monthly,Success
S004474,U002988,2025-05-31,11.53,Monthly,Success
S004475,U002988,2025-06-30,12.59,Monthly,Success
S004476,U002988,2025-07-29,12.54,Monthly,Success
S004477,U002989,2025-08-09,1039.22,Annual,Success
S004478,U002990,2025-10-24,977.93,Annual,Success
S004479,U002991,2024-07-29,118.71,Annual,Success
S004480,U002993,2025-05-06,342.2,Annual,Success
S004481,U002998,2024-11-15,996.11,Annual,Success
S004482,U002999,2024-10-27,35.73,Monthly,Success
S004483,U002999,2024-11-28,34.83,Monthly,Success
S004484,U002999,2024-12-27,34.04,Monthly,Success
S004485,U002999,2025-01-27,35.57,Monthly,Success
S004486,U002999,2025-02-26,34.07,Monthly,Success
S004487,U002999,2025-03-26,34.36,Monthly,Success
S004488,U002999,2025-04-26,35.71,Monthly,Failed
S004489,U002999,2025-05-25,35.7,Monthly,Success
S004490,U002999,2025-06-25,34.13,Monthly,Success
S004491,U002999,2025-07-25,33.28,Monthly,Success
S004492,U002999,2025-08-23,35.11,Monthly,Success
S004493,U002999,2025-09-24,33.38,Monthly,Success
S004494,U003000,2025-11-02,366.02,Annual,Success
S004495,U003004,2025-06-14,95.04,Monthly,Success
S004496,U003004,2025-07-15,102.05,Monthly,Failed
S004497,U003004,2025-08-12,94.94,Monthly,Success
S004498,U003004,2025-09-12,101.23,Monthly,Success
S004499,U003004,2025-10-13,101.68,Monthly,Success
S004500,U003005,2025-05-13,125.8,Annual,Success
S004501,U003011,2025-05-04,1025.2,Annual,Success
S004502,U003013,2024-11-10,12.07,Monthly,Refunded
S004503,U003013,2024-12-09,11.66,Monthly,Success
S004504,U003013,2025-01-10,11.68,Monthly,Success
S004505,U003013,2025-02-09,11.49,Monthly,Success
S004506,U003013,2025-03-11,12.27,Monthly,Success
S004507,U003013,2025-04-10,12.28,Monthly,Success
S004508,U003013,2025-05-09,12.45,Monthly,Success
S004509,U003013,2025-06-09,11.56,Monthly,Success
S004510,U003013,2025-07-09,11.42,Monthly,Success
S004511,U003013,2025-08-08,12.39,Monthly,Success
S004512,U003013,2025-09-07,12.23,Monthly,Success
S004513,U003016,2024-12-02,11.93,Monthly,Success
S004514,U003016,2025-01-02,11.71,Monthly,Success
S004515,U003016,2025-01-30,12.08,Monthly,Success
S004516,U003016,2025-03-02,12.49,Monthly,Success
S004517,U003016,2025-04-01,12.45,Monthly,Success
S004518,U003016,2025-04-30,12.21,Monthly,Success
S004519,U003017,2025-08-14,11.85,Monthly,Success
S004520,U003017,2025-09-15,11.89,Monthly,Success
S004521,U003017,2025-10-14,11.76,Monthly,Success
S004522,U003017,2025-11-13,12.48,Monthly,Success
S004523,U003018,2025-01-22,114.4,Annual,Success
S004524,U003019,2024-04-04,358.42,Annual,Success
S004525,U003020,2025-09-18,363.84,Annual,Success
S004526,U003023,2025-07-20,35.64,Monthly,Success
S004527,U003024,2024-11-30,11.72,Monthly,Success
S004528,U003024,2024-12-30,11.98,Monthly,Success
S004529,U003024,2025-01-30,12.49,Monthly,Success
S004530,U003028,2025-06-24,971.28,Annual,Success
S004531,U003031,2024-08-12,11.43,Monthly,Success
S004532,U003031,2024-09-11,11.73,Monthly,Success
S004533,U003031,2024-10-12,12.41,Monthly,Success
S004534,U003031,2024-11-10,11.97,Monthly,Success
S004535,U003032,2025-01-31,11.82,Monthly,Success
S004536,U003032,2025-03-02,12.13,Monthly,Success
S004537,U003032,2025-04-02,11.74,Monthly,Success
S004538,U003032,2025-05-02,11.76,Monthly,Success
S004539,U003032,2025-05-31,11.45,Monthly,Success
S004540,U003034,2024-05-12,356.5,Annual,Success
S004541,U003035,2024-10-20,357.26,Annual,Success
S004542,U003035,2025-10-22,355.42,Annual,Success
S004543,U003036,2024-10-17,11.62,Monthly,Success
S004544,U003039,2024-03-31,36.68,Monthly,Success
S004545,U003039,2024-04-29,34.35,Monthly,Success
S004546,U003039,2024-05-29,35.39,Monthly,Refunded
S004547,U003039,2024-06-29,36.49,Monthly,Success
